sample,family,variant,diameter_nm,energy_map,closure,reactive,cls,flags,theta_bri,bridging_capacity_umol_g,N_react_umol_g,TOF_s_1,N_react_uncapped_umol_g,TOF_uncapped_s_1,pair_fraction,iterations,inventory_residual
R600,diameter,600 nm,600,LI_SBR1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999987,20.3371,3.45731,1.13383,20.3368,0.192754,0,11,2.8e-14
R600,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999987,20.3371,2.38174,1.64586,3.27416e-09,,0,11,2.8e-14
R600,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999987,20.3371,1.64078,2.38911,5.27128e-19,,0,11,2.8e-14
R600,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999987,20.3371,0.778686,5.03412,1.36631e-38,,0,11,2.8e-14
R800,diameter,600 nm,600,LI_SBR1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999996,20.3371,3.45731,0.581378,20.337,0.0988346,0,10,5.7e-14
R800,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999996,20.3371,2.38174,0.843922,4.06224e-10,,0,10,5.7e-14
R800,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999996,20.3371,1.64078,1.22503,8.11418e-21,,0,10,5.7e-14
R800,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999996,20.3371,0.778686,2.58127,3.23744e-42,,0,10,5.7e-14
R1000,diameter,600 nm,600,LI_SBR1,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,3.45731,0.0131316,20.3371,0.00223238,0,8,0.0e+00
R1000,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,2.38174,0.0190617,1.64593e-11,,0,8,0.0e+00
R1000,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,1.64078,0.0276698,1.33208e-23,,0,8,0.0e+00
R1000,diameter,600 nm,600,LI_SBR1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,0.778686,0.0583033,8.72519e-48,,0,8,0.0e+00
A600,diameter,600 nm,600,LI_SBR1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.227765,20.3371,3.45731,0.653688,4.63208,0.487901,0,11,8.9e-15
A600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.227765,20.3371,2.38174,0.948887,2.76233,0.818151,0,11,8.9e-15
A600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.227765,20.3371,1.64078,1.37739,1.6473,1.37194,0,11,8.9e-15
A600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.227765,20.3371,0.778686,2.90232,0.585829,3.85778,0,11,8.9e-15
R500,diameter,600 nm,600,LI_SBR1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.47637,20.3371,3.45731,1.09044,9.68797,0.389142,0,10,-2.1e-14
R500,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.47637,20.3371,2.38174,1.58288,2.65633,1.41925,0,10,-2.1e-14
R500,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.47637,20.3371,1.64078,2.29769,0.728337,5.17618,0,10,-2.1e-14
R500,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.47637,20.3371,0.778686,4.84149,0.054756,,0,10,-2.1e-14
R600,diameter,600 nm,600,LI_SBR1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.726821,20.3371,3.45731,1.13383,14.7814,0.265198,0,9,7.1e-14
R600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.726821,20.3371,2.38174,1.64586,1.10309,3.55365,0,9,7.1e-14
R600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.726821,20.3371,1.64078,2.38911,0.08232,,0,9,7.1e-14
R600,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.726821,20.3371,0.778686,5.03412,0.000458452,,0,9,7.1e-14
R800,diameter,600 nm,600,LI_SBR1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.855209,20.3371,3.45731,0.581378,17.3925,0.115567,0,8,8.5e-14
R800,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.855209,20.3371,2.38174,0.843922,0.364622,5.51255,0,8,8.5e-14
R800,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.855209,20.3371,1.64078,1.22503,0.00764409,,0,8,8.5e-14
R800,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.855209,20.3371,0.778686,2.58127,3.35962e-06,,0,8,8.5e-14
R1000,diameter,600 nm,600,LI_SBR1,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.958754,20.3371,3.45731,0.0131316,19.4983,0.00232841,0,6,-7.4e-11
R1000,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.958754,20.3371,2.38174,0.0190617,0.0331718,,0,6,-7.4e-11
R1000,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.958754,20.3371,1.64078,0.0276698,5.64343e-05,,0,6,-7.4e-11
R1000,diameter,600 nm,600,LI_SBR1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.958754,20.3371,0.778686,0.0583033,1.63339e-10,,0,6,-7.4e-11
A600,diameter,600 nm,600,LI_L2,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.65827,20.3371,3.45731,0.653688,13.3873,0.168817,0,13,-3.7e-12
A600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.65827,20.3371,2.38174,0.948887,1.56336,1.44561,0,13,-3.7e-12
A600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.65827,20.3371,1.64078,1.37739,0.182567,,0,13,-3.7e-12
A600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.65827,20.3371,0.778686,2.90232,0.00248974,,0,13,-3.7e-12
R500,diameter,600 nm,600,LI_L2,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.998417,20.3371,3.45731,1.09044,20.3049,0.18567,0,12,-7.1e-15
R500,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.998417,20.3371,2.38174,1.58288,5.08933e-05,,0,12,-7.1e-15
R500,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.998417,20.3371,1.64078,2.29769,1.27562e-10,,0,12,-7.1e-15
R500,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.998417,20.3371,0.778686,4.84149,8.01386e-22,,0,12,-7.1e-15
R600,diameter,600 nm,600,LI_L2,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.99991,20.3371,3.45731,1.13383,20.3353,0.192769,0,11,-1.4e-14
R600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.99991,20.3371,2.38174,1.64586,1.63679e-07,,0,11,-1.4e-14
R600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.99991,20.3371,1.64078,2.38911,1.31745e-15,,0,11,-1.4e-14
R600,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.99991,20.3371,0.778686,5.03412,8.53527e-32,,0,11,-1.4e-14
R800,diameter,600 nm,600,LI_L2,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999993,20.3371,3.45731,0.581378,20.3369,0.0988349,0,10,-2.8e-14
R800,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999993,20.3371,2.38174,0.843922,1.09151e-09,,0,10,-2.8e-14
R800,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999993,20.3371,1.64078,1.22503,5.85831e-20,,0,10,-2.8e-14
R800,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999993,20.3371,0.778686,2.58127,1.68756e-40,,0,10,-2.8e-14
R1000,diameter,600 nm,600,LI_L2,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,3.45731,0.0131316,20.3371,0.00223238,0,8,1.1e-13
R1000,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,2.38174,0.0190617,1.95259e-11,,0,8,1.1e-13
R1000,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,1.64078,0.0276698,1.87471e-23,,0,8,1.1e-13
R1000,diameter,600 nm,600,LI_L2,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,0.778686,0.0583033,1.72815e-47,,0,8,1.1e-13
A600,diameter,600 nm,600,LI_L2,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.218996,20.3371,3.45731,0.653688,4.45375,0.507438,0,11,-5.3e-15
A600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.218996,20.3371,2.38174,0.948887,2.71664,0.83191,0,11,-5.3e-15
A600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.218996,20.3371,1.64078,1.37739,1.65706,1.36386,0,11,-5.3e-15
A600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.218996,20.3371,0.778686,2.90232,0.616525,3.66571,0,11,-5.3e-15
R500,diameter,600 nm,600,LI_L2,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.462317,20.3371,3.45731,1.09044,9.40219,0.40097,0,10,-4.3e-14
R500,diameter,600 nm,600,LI_L2,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.462317,20.3371,2.38174,1.58288,2.7182,1.38695,0,10,-4.3e-14
R500,diameter,600 nm,600,LI_L2,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.462317,20.3371,1.64078,2.29769,0.785838,4.79742,0,10,-4.3e-14
R500,diameter,600 nm,600,LI_L2,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.462317,20.3371,0.778686,4.84149,0.0656807,,0,10,-4.3e-14
R600,diameter,600 nm,600,LI_L2,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.716012,20.3371,3.45731,1.13383,14.5616,0.269201,0,9,1.4e-14
R600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.716012,20.3371,2.38174,1.64586,1.17438,3.33794,0,9,1.4e-14
R600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.716012,20.3371,1.64078,2.38911,0.0947124,,0,9,1.4e-14
R600,diameter,600 nm,600,LI_L2,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.716012,20.3371,0.778686,5.03412,0.000616033,,0,9,1.4e-14
R800,diameter,600 nm,600,LI_L2,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.850705,20.3371,3.45731,0.581378,17.3009,0.116179,0,8,-8.5e-14
R800,diameter,600 nm,600,LI_L2,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.850705,20.3371,2.38174,0.843922,0.385618,5.21241,0,8,-8.5e-14
R800,diameter,600 nm,600,LI_L2,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.850705,20.3371,1.64078,1.22503,0.00859503,,0,8,-8.5e-14
R800,diameter,600 nm,600,LI_L2,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.850705,20.3371,0.778686,2.58127,4.26999e-06,,0,8,-8.5e-14
R1000,diameter,600 nm,600,LI_L2,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.964345,20.3371,3.45731,0.0131316,19.612,0.00231491,0,6,-1.3e-10
R1000,diameter,600 nm,600,LI_L2,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.964345,20.3371,2.38174,0.0190617,0.0249326,,0,6,-1.3e-10
R1000,diameter,600 nm,600,LI_L2,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.964345,20.3371,1.64078,0.0276698,3.16968e-05,,0,6,-1.3e-10
R1000,diameter,600 nm,600,LI_L2,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.964345,20.3371,0.778686,0.0583033,5.12282e-11,,0,6,-1.3e-10
A600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.816753,20.3371,3.45731,0.653688,16.6104,0.136059,0,12,-1.8e-15
A600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.816753,20.3371,2.38174,0.948887,0.557768,4.05186,0,12,-1.8e-15
A600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.816753,20.3371,1.64078,1.37739,0.0187296,,0,12,-1.8e-15
A600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.816753,20.3371,0.778686,2.90232,2.11191e-05,,0,12,-1.8e-15
R500,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.986557,20.3371,3.45731,1.09044,20.0637,0.187901,0,11,2.1e-12
R500,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.986557,20.3371,2.38174,1.58288,0.00362572,,0,11,2.1e-12
R500,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.986557,20.3371,1.64078,2.29769,6.55204e-07,,0,11,2.1e-12
R500,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.986557,20.3371,0.778686,4.84149,2.13965e-14,,0,11,2.1e-12
R600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999836,20.3371,3.45731,1.13383,20.3338,0.192783,0,11,2.0e-13
R600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999836,20.3371,2.38174,1.64586,5.47786e-07,,0,11,2.0e-13
R600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999836,20.3371,1.64078,2.38911,1.47572e-14,,0,11,2.0e-13
R600,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999836,20.3371,0.778686,5.03412,1.07101e-29,,0,11,2.0e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999988,20.3371,3.45731,0.581378,20.3368,0.0988354,0,10,1.4e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999988,20.3371,2.38174,0.843922,3.04462e-09,,0,10,1.4e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999988,20.3371,1.64078,1.22503,4.55809e-19,,0,10,1.4e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999988,20.3371,0.778686,2.58127,1.0216e-38,,0,10,1.4e-13
R1000,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,3.45731,0.0131316,20.3371,0.00223238,0,8,1.1e-12
R1000,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,2.38174,0.0190617,2.71411e-11,,0,8,1.1e-12
R1000,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,1.64078,0.0276698,3.62216e-23,,0,8,1.1e-12
R1000,diameter,600 nm,600,LI_CONT xi 0.5,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,20.3371,0.778686,0.0583033,6.45129e-47,,0,8,1.1e-12
A600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,BRI,SENSITIVITY,,0.09575,20.3371,1.94728,1.1606,1.94728,1.1606,0,16,1.3e-11
A600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z2,SENSITIVITY,,0.09575,20.3371,1.59223,1.4194,1.59223,1.4194,0,16,1.3e-11
A600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z4,SENSITIVITY,,0.09575,20.3371,1.30191,1.73591,1.30191,1.73591,0,16,1.3e-11
A600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z8,SENSITIVITY,,0.09575,20.3371,0.870434,2.59641,0.870434,2.59641,0,16,1.3e-11
R500,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.171169,20.3371,3.45731,1.09044,3.48107,1.083,0,12,3.4e-11
R500,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.171169,20.3371,2.38174,1.58288,2.39136,1.57651,0,12,3.4e-11
R500,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.171169,20.3371,1.64078,2.29769,1.64277,2.2949,0,12,3.4e-11
R500,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.171169,20.3371,0.778686,4.84149,0.775251,4.86294,0,12,3.4e-11
R600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.223143,20.3371,3.45731,1.13383,4.53808,0.863802,0,9,-7.1e-14
R600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.223143,20.3371,2.38174,1.64586,2.73876,1.4313,0,9,-7.1e-14
R600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.223143,20.3371,1.64078,2.38911,1.65286,2.37164,0,9,-7.1e-14
R600,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.223143,20.3371,0.778686,5.03412,0.602007,6.51156,0,9,-7.1e-14
R800,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.24054,20.3371,3.45731,0.581378,4.89189,0.410884,0,8,-1.1e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.24054,20.3371,2.38174,0.843922,2.82154,0.712377,0,8,-1.1e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.24054,20.3371,1.64078,1.22503,1.6274,1.2351,0,8,-1.1e-13
R800,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.24054,20.3371,0.778686,2.58127,0.541395,3.71263,0,8,-1.1e-13
R1000,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249,20.3371,3.45731,0.0131316,5.06395,0.00896534,0,6,-9.3e-11
R1000,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249,20.3371,2.38174,0.0190617,2.85607,0.015896,0,6,-9.3e-11
R1000,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249,20.3371,1.64078,0.0276698,1.61082,0.0281844,0,6,-9.3e-11
R1000,diameter,600 nm,600,LI_CONT xi 0.5,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249,20.3371,0.778686,0.0583033,0.512397,0.0886032,0,6,-9.3e-11
A600,diameter,300 nm,300,PAB,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.27078,40.6742,6.91461,0.326844,11.0138,0.205198,0,12,1.1e-14
A600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.27078,40.6742,4.76348,0.474443,5.85669,0.385883,0,12,1.1e-14
A600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.27078,40.6742,3.28156,0.688697,3.11437,0.725669,0,12,1.1e-14
A600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.27078,40.6742,1.55737,1.45116,0.880651,2.56628,0,12,1.1e-14
R500,diameter,300 nm,300,PAB,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.652777,40.6742,6.91461,0.545222,26.5512,0.14199,0,11,-1.4e-14
R500,diameter,300 nm,300,PAB,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.652777,40.6742,4.76348,0.791439,3.20111,1.17772,0,11,-1.4e-14
R500,diameter,300 nm,300,PAB,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.652777,40.6742,3.28156,1.14884,0.385938,,0,11,-1.4e-14
R500,diameter,300 nm,300,PAB,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.652777,40.6742,1.55737,2.42074,0.00560985,,0,11,-1.4e-14
R600,diameter,300 nm,300,PAB,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.971561,40.6742,6.91461,0.566915,39.5175,0.0991967,0,11,1.4e-14
R600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.971561,40.6742,4.76348,0.822928,0.0319608,,0,11,1.4e-14
R600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.971561,40.6742,3.28156,1.19455,2.58492e-05,,0,11,1.4e-14
R600,diameter,300 nm,300,PAB,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.971561,40.6742,1.55737,2.51706,1.69085e-11,,0,11,1.4e-14
R800,diameter,300 nm,300,PAB,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.994869,40.6742,6.91461,0.290689,40.4655,0.0496719,0,10,-2.8e-14
R800,diameter,300 nm,300,PAB,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.994869,40.6742,4.76348,0.421961,0.00106516,,0,10,-2.8e-14
R800,diameter,300 nm,300,PAB,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.994869,40.6742,3.28156,0.612514,2.8038e-08,,0,10,-2.8e-14
R800,diameter,300 nm,300,PAB,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.994869,40.6742,1.55737,1.29064,1.94272e-17,,0,10,-2.8e-14
R1000,diameter,300 nm,300,PAB,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999222,40.6742,6.91461,0.00656581,40.6425,0.00111706,0,8,-1.1e-13
R1000,diameter,300 nm,300,PAB,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999222,40.6742,4.76348,0.00953086,2.46044e-05,,0,8,-1.1e-13
R1000,diameter,300 nm,300,PAB,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999222,40.6742,3.28156,0.0138349,1.48952e-11,,0,8,-1.1e-13
R1000,diameter,300 nm,300,PAB,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999222,40.6742,1.55737,0.0291517,5.45895e-24,,0,8,-1.1e-13
A600,diameter,300 nm,300,PAB,LOCAL,BRI,SENSITIVITY,,0.0368564,40.6742,1.49911,1.50757,1.49911,1.50757,0,11,-7.1e-15
A600,diameter,300 nm,300,PAB,LOCAL,ISO_z2,SENSITIVITY,,0.0368564,40.6742,1.39064,1.62515,1.39064,1.62515,0,11,-7.1e-15
A600,diameter,300 nm,300,PAB,LOCAL,ISO_z4,SENSITIVITY,,0.0368564,40.6742,1.29002,1.75191,1.29002,1.75191,0,11,-7.1e-15
A600,diameter,300 nm,300,PAB,LOCAL,ISO_z8,SENSITIVITY,,0.0368564,40.6742,1.1101,2.03586,1.1101,2.03586,0,11,-7.1e-15
R500,diameter,300 nm,300,PAB,LOCAL,BRI,SENSITIVITY,,0.0947212,40.6742,3.85271,0.978532,3.85271,0.978532,0,10,-2.8e-14
R500,diameter,300 nm,300,PAB,LOCAL,ISO_z2,SENSITIVITY,,0.0947212,40.6742,3.15741,1.19402,3.15741,1.19402,0,10,-2.8e-14
R500,diameter,300 nm,300,PAB,LOCAL,ISO_z4,SENSITIVITY,,0.0947212,40.6742,2.58759,1.45695,2.58759,1.45695,0,10,-2.8e-14
R500,diameter,300 nm,300,PAB,LOCAL,ISO_z8,SENSITIVITY,,0.0947212,40.6742,1.7379,2.16928,1.7379,2.16928,0,10,-2.8e-14
R600,diameter,300 nm,300,PAB,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.208942,40.6742,6.91461,0.566915,8.49853,0.461256,0,9,-1.3e-13
R600,diameter,300 nm,300,PAB,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.208942,40.6742,4.76348,0.822928,5.31816,0.737098,0,9,-1.3e-13
R600,diameter,300 nm,300,PAB,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.208942,40.6742,3.28156,1.19455,3.32796,1.1779,0,9,-1.3e-13
R600,diameter,300 nm,300,PAB,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.208942,40.6742,1.55737,2.51706,1.3032,3.00797,0,9,-1.3e-13
