sample,energy_map,cutoff_nm,dG_eV,f110,eps,reactive,theta_bri,reconstructed_fraction,N_bridging_umol_g,N_reconstructed_row_umol_g,N_basal_L1_umol_g,N_L1_subbridging_umol_g,N_subsurface_L2_4_umol_g,N_bulk_umol_g,N_react_umol_g,TOF_s_1,site_class,flags,Q_vs_R600,Q_ref_below_threshold
R1000,PAB,0.34,-0.2,1,107 (c_axis),BRI+BASAL,0.0912343,0.0403143,0.894831,0.206068,1.02237e-06,0.449947,0.0283838,779.621,0.894832,0.0507358,OK,YUAN_STRONG_REDUCTION,0.00596014,
R1100,PAB,0.34,-0.2,1,107 (c_axis),BRI,0.110441,0.110818,1.00361,0.566442,1.66025e-06,0.726385,0.0633582,1340.64,1.00361,0.0242424,OK,YUAN_STRONG_REDUCTION,0.00284785,
R1100,PAB,0.34,-0.2,1,107 (c_axis),ISO_z2,0.110441,0.110818,1.00361,0.566442,1.66025e-06,0.726385,0.0633582,1340.64,0.794169,0.0306358,OK,YUAN_STRONG_REDUCTION,0.00328168,
R1100,PAB,0.34,-0.2,1,107 (c_axis),ISO_z4,0.110441,0.110818,1.00361,0.566442,1.66025e-06,0.726385,0.0633582,1340.64,0.628432,0.0387154,OK,YUAN_STRONG_REDUCTION,0.00378161,
R1100,PAB,0.34,-0.2,1,107 (c_axis),ISO_z8,0.110441,0.110818,1.00361,0.566442,1.66025e-06,0.726385,0.0633582,1340.64,0.393505,0.0618289,OK,YUAN_STRONG_REDUCTION,0.00502155,
R1100,PAB,0.34,-0.2,1,107 (c_axis),BRI+BASAL,0.110441,0.110818,1.00361,0.566442,1.66025e-06,0.726385,0.0633582,1340.64,1.00362,0.0242423,OK,YUAN_STRONG_REDUCTION,0.00284784,
A600,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.0229569,1.34818e-05,0.175935,5.16486e-05,1.1232e-07,0.0390572,0.00118959,13.2338,0.175935,12.8457,OK,,1.02206,
A600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.0229569,1.34818e-05,0.175935,5.16486e-05,1.1232e-07,0.0390572,0.00118959,13.2338,0.167951,13.4563,OK,,0.985232,
A600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.0229569,1.34818e-05,0.175935,5.16486e-05,1.1232e-07,0.0390572,0.00118959,13.2338,0.160329,14.096,OK,,0.949737,
A600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.0229569,1.34818e-05,0.175935,5.16486e-05,1.1232e-07,0.0390572,0.00118959,13.2338,0.146108,15.468,OK,,0.882524,
A600,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0229569,1.34818e-05,0.175935,5.16486e-05,1.1232e-07,0.0390572,0.00118959,13.2338,0.175935,12.8456,OK,,1.02206,
R500,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.0311539,0.000101452,0.238751,0.000388771,1.63446e-07,0.0599675,0.00223449,36.5487,0.238751,15.7905,OK,,1.25637,
R500,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.0311539,0.000101452,0.238751,0.000388771,1.63446e-07,0.0599675,0.00223449,36.5487,0.224108,16.8222,OK,,1.23167,
R500,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.0311539,0.000101452,0.238751,0.000388771,1.63446e-07,0.0599675,0.00223449,36.5487,0.210363,17.9214,OK,,1.20748,
R500,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.0311539,0.000101452,0.238751,0.000388771,1.63446e-07,0.0599675,0.00223449,36.5487,0.18535,20.3399,OK,,1.16049,
R500,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0311539,0.000101452,0.238751,0.000388771,1.63446e-07,0.0599675,0.00223449,36.5487,0.238752,15.7905,OK,,1.25637,
R600,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.0407187,0.000643764,0.311893,0.00246727,2.32109e-07,0.0901848,0.00382698,93.5916,0.311893,12.5684,OK,,1,
R600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.0407187,0.000643764,0.311893,0.00246727,2.32109e-07,0.0901848,0.00382698,93.5916,0.287012,13.658,OK,,1,
R600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.0407187,0.000643764,0.311893,0.00246727,2.32109e-07,0.0901848,0.00382698,93.5916,0.264115,14.842,OK,,1,
R600,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.0407187,0.000643764,0.311893,0.00246727,2.32109e-07,0.0901848,0.00382698,93.5916,0.223656,17.527,OK,,1,
R600,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0407187,0.000643764,0.311893,0.00246727,2.32109e-07,0.0901848,0.00382698,93.5916,0.311894,12.5684,OK,,1,
R800,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.0509208,0.00261537,0.389276,0.0100244,3.18609e-07,0.130842,0.00619039,192.564,0.389276,5.16343,OK,,0.410826,
R800,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.0509208,0.00261537,0.389276,0.0100244,3.18609e-07,0.130842,0.00619039,192.564,0.350642,5.73234,OK,,0.419706,
R800,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.0509208,0.00261537,0.389276,0.0100244,3.18609e-07,0.130842,0.00619039,192.564,0.315842,6.36394,OK,,0.428779,
R800,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.0509208,0.00261537,0.389276,0.0100244,3.18609e-07,0.130842,0.00619039,192.564,0.25626,7.84359,OK,,0.447515,
R800,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.0509208,0.00261537,0.389276,0.0100244,3.18609e-07,0.130842,0.00619039,192.564,0.389277,5.16342,OK,,0.410826,
R1000,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.080965,0.037996,0.597014,0.145654,7.30154e-07,0.333988,0.0252304,780.098,0.597014,0.0760451,OK,YUAN_STRONG_REDUCTION,0.0060505,
R1000,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.080965,0.037996,0.597014,0.145654,7.30154e-07,0.333988,0.0252304,780.098,0.504252,0.0900344,OK,YUAN_STRONG_REDUCTION,0.00659206,
R1000,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.080965,0.037996,0.597014,0.145654,7.30154e-07,0.333988,0.0252304,780.098,0.425903,0.106597,OK,YUAN_STRONG_REDUCTION,0.00718212,
R1000,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.080965,0.037996,0.597014,0.145654,7.30154e-07,0.333988,0.0252304,780.098,0.303834,0.149424,OK,YUAN_STRONG_REDUCTION,0.00852536,
R1000,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.080965,0.037996,0.597014,0.145654,7.30154e-07,0.333988,0.0252304,780.098,0.597015,0.076045,OK,YUAN_STRONG_REDUCTION,0.00605049,
R1100,PAB,0.34,-0.2,0.75,64 (a_axis),BRI,0.095912,0.102957,0.659461,0.394669,1.18968e-06,0.533928,0.0568804,1341.36,0.659461,0.0368938,OK,YUAN_STRONG_REDUCTION,0.00293544,
R1100,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z2,0.095912,0.102957,0.659461,0.394669,1.18968e-06,0.533928,0.0568804,1341.36,0.539025,0.045137,OK,YUAN_STRONG_REDUCTION,0.0033048,
R1100,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z4,0.095912,0.102957,0.659461,0.394669,1.18968e-06,0.533928,0.0568804,1341.36,0.440585,0.0552221,OK,YUAN_STRONG_REDUCTION,0.00372066,
R1100,PAB,0.34,-0.2,0.75,64 (a_axis),ISO_z8,0.095912,0.102957,0.659461,0.394669,1.18968e-06,0.533928,0.0568804,1341.36,0.294354,0.0826556,OK,YUAN_STRONG_REDUCTION,0.0047159,
R1100,PAB,0.34,-0.2,0.75,64 (a_axis),BRI+BASAL,0.095912,0.102957,0.659461,0.394669,1.18968e-06,0.533928,0.0568804,1341.36,0.659462,0.0368937,OK,YUAN_STRONG_REDUCTION,0.00293543,
A600,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.0287654,1.38811e-05,0.220443,5.31738e-05,1.35642e-07,0.0452237,0.00113908,13.1831,0.220443,10.2521,OK,,1.025,
A600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.0287654,1.38811e-05,0.220443,5.31738e-05,1.35642e-07,0.0452237,0.00113908,13.1831,0.207945,10.8683,OK,,0.978262,
A600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.0287654,1.38811e-05,0.220443,5.31738e-05,1.35642e-07,0.0452237,0.00113908,13.1831,0.196156,11.5214,OK,,0.93364,
A600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.0287654,1.38811e-05,0.220443,5.31738e-05,1.35642e-07,0.0452237,0.00113908,13.1831,0.174545,12.948,OK,,0.850421,
A600,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.0287654,1.38811e-05,0.220443,5.31738e-05,1.35642e-07,0.0452237,0.00113908,13.1831,0.220443,10.2521,OK,,1.025,
R500,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.0392504,0.000105589,0.300794,0.000404615,1.96098e-07,0.0681257,0.00204272,36.4786,0.300794,12.5335,OK,,1.2531,
R500,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.0392504,0.000105589,0.300794,0.000404615,1.96098e-07,0.0681257,0.00204272,36.4786,0.277647,13.5784,OK,,1.2222,
R500,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.0392504,0.000105589,0.300794,0.000404615,1.96098e-07,0.0681257,0.00204272,36.4786,0.256281,14.7104,OK,,1.19206,
R500,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.0392504,0.000105589,0.300794,0.000404615,1.96098e-07,0.0681257,0.00204272,36.4786,0.218355,17.2655,OK,,1.13399,
R500,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.0392504,0.000105589,0.300794,0.000404615,1.96098e-07,0.0681257,0.00204272,36.4786,0.300794,12.5335,OK,,1.2531,
R600,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.0511688,0.00067951,0.391921,0.00260421,2.73281e-07,0.0991544,0.00335331,93.503,0.391921,10.002,OK,,1,
R600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.0511688,0.00067951,0.391921,0.00260421,2.73281e-07,0.0991544,0.00335331,93.503,0.352841,11.1098,OK,,1,
R600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.0511688,0.00067951,0.391921,0.00260421,2.73281e-07,0.0991544,0.00335331,93.503,0.317657,12.3403,OK,,1,
R600,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.0511688,0.00067951,0.391921,0.00260421,2.73281e-07,0.0991544,0.00335331,93.503,0.257465,15.2254,OK,,1,
R600,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.0511688,0.00067951,0.391921,0.00260421,2.73281e-07,0.0991544,0.00335331,93.503,0.391921,10.002,OK,,1,
R800,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.0634675,0.00281276,0.485093,0.0107807,3.64241e-07,0.137664,0.00499339,192.461,0.485093,4.14354,OK,,0.414271,
R800,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.0634675,0.00281276,0.485093,0.0107807,3.64241e-07,0.137664,0.00499339,192.461,0.425473,4.72415,OK,,0.425224,
R800,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.0634675,0.00281276,0.485093,0.0107807,3.64241e-07,0.137664,0.00499339,192.461,0.373181,5.38613,OK,,0.436467,
R800,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.0634675,0.00281276,0.485093,0.0107807,3.64241e-07,0.137664,0.00499339,192.461,0.287087,7.00135,OK,,0.459847,
R800,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.0634675,0.00281276,0.485093,0.0107807,3.64241e-07,0.137664,0.00499339,192.461,0.485093,4.14353,OK,,0.41427,
R1000,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.104576,0.0429705,0.767125,0.164718,8.08582e-07,0.337379,0.0167787,779.914,0.767125,0.059182,OK,YUAN_STRONG_REDUCTION,0.00591702,
R1000,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.104576,0.0429705,0.767125,0.164718,8.08582e-07,0.337379,0.0167787,779.914,0.615067,0.0738131,OK,YUAN_STRONG_REDUCTION,0.00664396,
R1000,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.104576,0.0429705,0.767125,0.164718,8.08582e-07,0.337379,0.0167787,779.914,0.49315,0.0920613,OK,YUAN_STRONG_REDUCTION,0.00746022,
R1000,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.104576,0.0429705,0.767125,0.164718,8.08582e-07,0.337379,0.0167787,779.914,0.317024,0.143207,OK,YUAN_STRONG_REDUCTION,0.0094058,
R1000,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.104576,0.0429705,0.767125,0.164718,8.08582e-07,0.337379,0.0167787,779.914,0.767125,0.059182,OK,YUAN_STRONG_REDUCTION,0.00591702,
R1100,PAB,0.34,-0.2,0.75,107 (c_axis),BRI,0.12983,0.119989,0.875722,0.459951,1.30597e-06,0.547447,0.0354586,1341.08,0.875722,0.0277828,OK,YUAN_STRONG_REDUCTION,0.00277772,
R1100,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z2,0.12983,0.119989,0.875722,0.459951,1.30597e-06,0.547447,0.0354586,1341.08,0.66309,0.0366919,OK,YUAN_STRONG_REDUCTION,0.00330266,
R1100,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z4,0.12983,0.119989,0.875722,0.459951,1.30597e-06,0.547447,0.0354586,1341.08,0.502086,0.0484578,OK,YUAN_STRONG_REDUCTION,0.00392679,
R1100,PAB,0.34,-0.2,0.75,107 (c_axis),ISO_z8,0.12983,0.119989,0.875722,0.459951,1.30597e-06,0.547447,0.0354586,1341.08,0.287866,0.0845184,OK,YUAN_STRONG_REDUCTION,0.00555114,
R1100,PAB,0.34,-0.2,0.75,107 (c_axis),BRI+BASAL,0.12983,0.119989,0.875722,0.459951,1.30597e-06,0.547447,0.0354586,1341.08,0.875723,0.0277828,OK,YUAN_STRONG_REDUCTION,0.00277772,
A600,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.0286202,1.37489e-05,0.146228,3.51183e-05,9.12274e-08,0.0308327,0.000837518,13.2721,0.146228,15.4554,OK,,0.983487,
A600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.0286202,1.37489e-05,0.146228,3.51183e-05,9.12274e-08,0.0308327,0.000837518,13.2721,0.137978,16.3794,OK,,0.942943,
A600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.0286202,1.37489e-05,0.146228,3.51183e-05,9.12274e-08,0.0308327,0.000837518,13.2721,0.130194,17.3587,OK,,0.904075,
A600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.0286202,1.37489e-05,0.146228,3.51183e-05,9.12274e-08,0.0308327,0.000837518,13.2721,0.115919,19.4964,OK,,0.831077,
A600,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.0286202,1.37489e-05,0.146228,3.51183e-05,9.12274e-08,0.0308327,0.000837518,13.2721,0.146228,15.4553,OK,,0.983481,
R500,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.0379898,0.000104538,0.194092,0.000267073,1.28124e-07,0.0451061,0.00144205,36.6091,0.194092,19.4237,OK,,1.23601,
R500,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.0379898,0.000104538,0.194092,0.000267073,1.28124e-07,0.0451061,0.00144205,36.6091,0.179626,20.988,OK,,1.20826,
R500,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.0379898,0.000104538,0.194092,0.000267073,1.28124e-07,0.0451061,0.00144205,36.6091,0.166239,22.6782,OK,,1.18113,
R500,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.0379898,0.000104538,0.194092,0.000267073,1.28124e-07,0.0451061,0.00144205,36.6091,0.142382,26.478,OK,,1.12868,
R500,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.0379898,0.000104538,0.194092,0.000267073,1.28124e-07,0.0451061,0.00144205,36.6091,0.194093,19.4237,OK,,1.23601,
R600,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.0488506,0.000672775,0.249445,0.00171893,1.76087e-07,0.0647613,0.00229507,93.6818,0.249445,15.7149,OK,,1,
R600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.0488506,0.000672775,0.249445,0.00171893,1.76087e-07,0.0647613,0.00229507,93.6818,0.225671,17.3705,OK,,1,
R600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.0488506,0.000672775,0.249445,0.00171893,1.76087e-07,0.0647613,0.00229507,93.6818,0.204162,19.2005,OK,,1,
R600,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.0488506,0.000672775,0.249445,0.00171893,1.76087e-07,0.0647613,0.00229507,93.6818,0.167099,23.4592,OK,,1,
R600,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.0488506,0.000672775,0.249445,0.00171893,1.76087e-07,0.0647613,0.00229507,93.6818,0.249445,15.7149,OK,,1,
R800,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.0606041,0.00277562,0.308815,0.00709202,2.35538e-07,0.0904599,0.00344122,192.69,0.308815,6.50875,OK,,0.414177,
R800,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.0606041,0.00277562,0.308815,0.00709202,2.35538e-07,0.0904599,0.00344122,192.69,0.27252,7.37562,OK,,0.424606,
R800,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.0606041,0.00277562,0.308815,0.00709202,2.35538e-07,0.0904599,0.00344122,192.69,0.24049,8.35794,OK,,0.435298,
R800,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.0606041,0.00277562,0.308815,0.00709202,2.35538e-07,0.0904599,0.00344122,192.69,0.187281,10.7325,OK,,0.457496,
R800,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.0606041,0.00277562,0.308815,0.00709202,2.35538e-07,0.0904599,0.00344122,192.69,0.308815,6.50874,OK,,0.414176,
R1000,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.0992052,0.0419675,0.485655,0.107241,5.26155e-07,0.223779,0.0119047,780.371,0.485655,0.0934819,OK,YUAN_STRONG_REDUCTION,0.00594862,
R1000,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.0992052,0.0419675,0.485655,0.107241,5.26155e-07,0.223779,0.0119047,780.371,0.394076,0.115206,OK,YUAN_STRONG_REDUCTION,0.00663228,
R1000,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.0992052,0.0419675,0.485655,0.107241,5.26155e-07,0.223779,0.0119047,780.371,0.319766,0.141979,OK,YUAN_STRONG_REDUCTION,0.00739455,
R1000,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.0992052,0.0419675,0.485655,0.107241,5.26155e-07,0.223779,0.0119047,780.371,0.210541,0.215635,OK,YUAN_STRONG_REDUCTION,0.00919192,
R1000,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.0992052,0.0419675,0.485655,0.107241,5.26155e-07,0.223779,0.0119047,780.371,0.485656,0.0934818,OK,YUAN_STRONG_REDUCTION,0.00594861,
R1100,PAB,0.34,-0.2,0.5,64 (a_axis),BRI,0.121881,0.116616,0.55017,0.297992,8.49601e-07,0.361645,0.025056,1341.77,0.55017,0.0442227,OK,YUAN_STRONG_REDUCTION,0.00281406,
R1100,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z2,0.121881,0.116616,0.55017,0.297992,8.49601e-07,0.361645,0.025056,1341.77,0.424232,0.0573508,OK,YUAN_STRONG_REDUCTION,0.00330162,
R1100,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z4,0.121881,0.116616,0.55017,0.297992,8.49601e-07,0.361645,0.025056,1341.77,0.327122,0.074376,OK,YUAN_STRONG_REDUCTION,0.00387365,
R1100,PAB,0.34,-0.2,0.5,64 (a_axis),ISO_z8,0.121881,0.116616,0.55017,0.297992,8.49601e-07,0.361645,0.025056,1341.77,0.194501,0.125089,OK,YUAN_STRONG_REDUCTION,0.00533219,
R1100,PAB,0.34,-0.2,0.5,64 (a_axis),BRI+BASAL,0.121881,0.116616,0.55017,0.297992,8.49601e-07,0.361645,0.025056,1341.77,0.550171,0.0442226,OK,YUAN_STRONG_REDUCTION,0.00281406,
A600,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.0359693,1.40117e-05,0.183772,3.57874e-05,1.11522e-07,0.0363801,0.000838761,13.229,0.183772,12.2978,OK,,0.976558,
A600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.0359693,1.40117e-05,0.183772,3.57874e-05,1.11522e-07,0.0363801,0.000838761,13.229,0.170791,13.2325,OK,,0.926574,
A600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.0359693,1.40117e-05,0.183772,3.57874e-05,1.11522e-07,0.0363801,0.000838761,13.229,0.158728,14.2382,OK,,0.879151,
A600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.0359693,1.40117e-05,0.183772,3.57874e-05,1.11522e-07,0.0363801,0.000838761,13.229,0.137096,16.4848,OK,,0.791458,
A600,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.0359693,1.40117e-05,0.183772,3.57874e-05,1.11522e-07,0.0363801,0.000838761,13.229,0.183772,12.2978,OK,,0.976558,
R500,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.0478143,0.000107288,0.244284,0.000274093,1.55491e-07,0.0522915,0.00138519,36.5518,0.244284,15.4329,OK,,1.22551,
R500,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.0478143,0.000107288,0.244284,0.000274093,1.55491e-07,0.0522915,0.00138519,36.5518,0.221484,17.0216,OK,,1.1919,
R500,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.0478143,0.000107288,0.244284,0.000274093,1.55491e-07,0.0522915,0.00138519,36.5518,0.200811,18.7738,OK,,1.15921,
R500,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.0478143,0.000107288,0.244284,0.000274093,1.55491e-07,0.0522915,0.00138519,36.5518,0.165075,22.8381,OK,,1.09649,
R500,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.0478143,0.000107288,0.244284,0.000274093,1.55491e-07,0.0522915,0.00138519,36.5518,0.244284,15.4329,OK,,1.22551,
R600,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.0609628,0.000697818,0.311284,0.0017829,2.09189e-07,0.0726007,0.0021117,93.6122,0.311284,12.593,OK,,1,
R600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.0609628,0.000697818,0.311284,0.0017829,2.09189e-07,0.0726007,0.0021117,93.6122,0.274489,14.2811,OK,,1,
R600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.0609628,0.000697818,0.311284,0.0017829,2.09189e-07,0.0726007,0.0021117,93.6122,0.242044,16.1954,OK,,1,
R600,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.0609628,0.000697818,0.311284,0.0017829,2.09189e-07,0.0726007,0.0021117,93.6122,0.188205,20.8284,OK,,1,
R600,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.0609628,0.000697818,0.311284,0.0017829,2.09189e-07,0.0726007,0.0021117,93.6122,0.311284,12.593,OK,,1,
R800,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.0744916,0.00292448,0.379522,0.00747227,2.70728e-07,0.0967776,0.00294775,192.613,0.379522,5.29614,OK,,0.420562,
R800,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.0744916,0.00292448,0.379522,0.00747227,2.70728e-07,0.0967776,0.00294775,192.613,0.325087,6.18295,OK,,0.432946,
R800,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.0744916,0.00292448,0.379522,0.00747227,2.70728e-07,0.0967776,0.00294775,192.613,0.27846,7.21826,OK,,0.445698,
R800,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.0744916,0.00292448,0.379522,0.00747227,2.70728e-07,0.0967776,0.00294775,192.613,0.20431,9.83799,OK,,0.472335,
R800,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.0744916,0.00292448,0.379522,0.00747227,2.70728e-07,0.0967776,0.00294775,192.613,0.379522,5.29613,OK,,0.420561,
R1000,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.123923,0.0462314,0.60396,0.118135,5.78014e-07,0.223851,0.00838276,780.246,0.60396,0.0751705,OK,YUAN_STRONG_REDUCTION,0.00596923,
R1000,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.123923,0.0462314,0.60396,0.118135,5.78014e-07,0.223851,0.00838276,780.246,0.463546,0.0979406,OK,YUAN_STRONG_REDUCTION,0.00685806,
R1000,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.123923,0.0462314,0.60396,0.118135,5.78014e-07,0.223851,0.00838276,780.246,0.355777,0.127608,OK,YUAN_STRONG_REDUCTION,0.00787927,
R1000,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.123923,0.0462314,0.60396,0.118135,5.78014e-07,0.223851,0.00838276,780.246,0.209579,0.216625,OK,YUAN_STRONG_REDUCTION,0.0104005,
R1000,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.123923,0.0462314,0.60396,0.118135,5.78014e-07,0.223851,0.00838276,780.246,0.603961,0.0751704,OK,YUAN_STRONG_REDUCTION,0.00596922,
R1100,PAB,0.34,-0.2,0.5,107 (c_axis),BRI,0.158414,0.131397,0.703112,0.335756,9.24505e-07,0.361673,0.0161936,1341.58,0.703112,0.0346033,OK,YUAN_STRONG_REDUCTION,0.00274782,
R1100,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z2,0.158414,0.131397,0.703112,0.335756,9.24505e-07,0.361673,0.0161936,1341.58,0.497991,0.0488563,OK,YUAN_STRONG_REDUCTION,0.00342105,
R1100,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z4,0.158414,0.131397,0.703112,0.335756,9.24505e-07,0.361673,0.0161936,1341.58,0.35271,0.0689801,OK,YUAN_STRONG_REDUCTION,0.00425924,
R1100,PAB,0.34,-0.2,0.5,107 (c_axis),ISO_z8,0.158414,0.131397,0.703112,0.335756,9.24505e-07,0.361673,0.0161936,1341.58,0.176934,0.137509,OK,YUAN_STRONG_REDUCTION,0.006602,
R1100,PAB,0.34,-0.2,0.5,107 (c_axis),BRI+BASAL,0.158414,0.131397,0.703112,0.335756,9.24505e-07,0.361673,0.0161936,1341.58,0.703113,0.0346033,OK,YUAN_STRONG_REDUCTION,0.00274782,
A600,PAB,0.34,+0,1,64 (a_axis),BRI,0.0197485,9.25602e-07,0.201795,4.72753e-06,1.31664e-07,0.0469057,0.00157174,13.1997,0.201795,11.1995,OK,,1.04142,
A600,PAB,0.34,+0,1,64 (a_axis),ISO_z2,0.0197485,9.25602e-07,0.201795,4.72753e-06,1.31664e-07,0.0469057,0.00157174,13.1997,0.193905,11.6552,OK,,1.00786,
