sample,energy_map,cutoff_nm,dG_eV,f110,eps,reactive,theta_bri,reconstructed_fraction,N_bridging_umol_g,N_reconstructed_row_umol_g,N_basal_L1_umol_g,N_L1_subbridging_umol_g,N_subsurface_L2_4_umol_g,N_bulk_umol_g,N_react_umol_g,TOF_s_1,site_class,flags,Q_vs_R600,Q_ref_below_threshold
R600,LI_L2,0.6,+0,0.75,107 (c_axis),BRI,4.48892e-06,5.2656e-10,3.44099e-05,2.01836e-09,1.59447e-05,9.41019e-13,5.29472e-08,93.9999,3.44099e-05,113921,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z2,4.48892e-06,5.2656e-10,3.44099e-05,2.01836e-09,1.59447e-05,9.41019e-13,5.29472e-08,93.9999,3.44096e-05,113922,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z4,4.48892e-06,5.2656e-10,3.44099e-05,2.01836e-09,1.59447e-05,9.41019e-13,5.29472e-08,93.9999,3.44093e-05,113923,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z8,4.48892e-06,5.2656e-10,3.44099e-05,2.01836e-09,1.59447e-05,9.41019e-13,5.29472e-08,93.9999,3.44087e-05,113925,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.75,107 (c_axis),BRI+BASAL,4.48892e-06,5.2656e-10,3.44099e-05,2.01836e-09,1.59447e-05,9.41019e-13,5.29472e-08,93.9999,5.03546e-05,77847.9,BELOW_SITE_THRESHOLD,,1,yes
R800,LI_L2,0.6,+0,0.75,107 (c_axis),BRI,7.20471e-06,2.30489e-09,5.52308e-05,8.83534e-09,2.55929e-05,1.50714e-12,8.38961e-08,193.1,5.52308e-05,36392.7,BELOW_SITE_THRESHOLD,,0.319456,yes
R800,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z2,7.20471e-06,2.30489e-09,5.52308e-05,8.83534e-09,2.55929e-05,1.50714e-12,8.38961e-08,193.1,5.523e-05,36393.2,BELOW_SITE_THRESHOLD,,0.319457,yes
R800,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z4,7.20471e-06,2.30489e-09,5.52308e-05,8.83534e-09,2.55929e-05,1.50714e-12,8.38961e-08,193.1,5.52292e-05,36393.8,BELOW_SITE_THRESHOLD,,0.31946,yes
R800,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z8,7.20471e-06,2.30489e-09,5.52308e-05,8.83534e-09,2.55929e-05,1.50714e-12,8.38961e-08,193.1,5.52276e-05,36394.8,BELOW_SITE_THRESHOLD,,0.319463,yes
R800,LI_L2,0.6,+0,0.75,107 (c_axis),BRI+BASAL,7.20471e-06,2.30489e-09,5.52308e-05,8.83534e-09,2.55929e-05,1.50714e-12,8.38961e-08,193.1,8.08238e-05,24868.9,BELOW_SITE_THRESHOLD,,0.319455,yes
R1000,LI_L2,0.6,+0,0.75,107 (c_axis),BRI,3.31698e-05,4.66485e-08,0.000254318,1.78841e-07,0.000117862,6.89966e-12,3.73367e-07,781.2,0.000254318,178.516,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00156702,yes
R1000,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z2,3.31698e-05,4.66485e-08,0.000254318,1.78841e-07,0.000117862,6.89966e-12,3.73367e-07,781.2,0.000254302,178.528,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00156711,yes
R1000,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z4,3.31698e-05,4.66485e-08,0.000254318,1.78841e-07,0.000117862,6.89966e-12,3.73367e-07,781.2,0.000254285,178.54,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0015672,yes
R1000,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z8,3.31698e-05,4.66485e-08,0.000254318,1.78841e-07,0.000117862,6.89966e-12,3.73367e-07,781.2,0.000254251,178.564,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00156738,yes
R1000,LI_L2,0.6,+0,0.75,107 (c_axis),BRI+BASAL,3.31698e-05,4.66485e-08,0.000254318,1.78841e-07,0.000117862,6.89966e-12,3.73367e-07,781.2,0.000372181,121.984,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00156695,yes
R1100,LI_L2,0.6,+0,0.75,107 (c_axis),BRI,7.93044e-05,1.71842e-07,0.000608097,6.58862e-07,0.000281887,1.64602e-11,8.80047e-07,1343,0.000608097,40.0101,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000351209,yes
R1100,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z2,7.93044e-05,1.71842e-07,0.000608097,6.58862e-07,0.000281887,1.64602e-11,8.80047e-07,1343,0.000608001,40.0164,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000351261,yes
R1100,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z4,7.93044e-05,1.71842e-07,0.000608097,6.58862e-07,0.000281887,1.64602e-11,8.80047e-07,1343,0.000607904,40.0228,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000351314,yes
R1100,LI_L2,0.6,+0,0.75,107 (c_axis),ISO_z8,7.93044e-05,1.71842e-07,0.000608097,6.58862e-07,0.000281887,1.64602e-11,8.80047e-07,1343,0.000607711,40.0355,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00035142,yes
R1100,LI_L2,0.6,+0,0.75,107 (c_axis),BRI+BASAL,7.93044e-05,1.71842e-07,0.000608097,6.58862e-07,0.000281887,1.64602e-11,8.80047e-07,1343,0.000889984,27.3376,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000351167,yes
A600,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,2.587e-06,1.03769e-11,1.32196e-05,2.65145e-11,6.12559e-06,3.62485e-13,2.06718e-08,13.45,1.32196e-05,170958,BELOW_SITE_THRESHOLD,,1.05819,yes
A600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,2.587e-06,1.03769e-11,1.32196e-05,2.65145e-11,6.12559e-06,3.62485e-13,2.06718e-08,13.45,1.32196e-05,170959,BELOW_SITE_THRESHOLD,,1.05819,yes
A600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,2.587e-06,1.03769e-11,1.32196e-05,2.65145e-11,6.12559e-06,3.62485e-13,2.06718e-08,13.45,1.32195e-05,170960,BELOW_SITE_THRESHOLD,,1.05818,yes
A600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,2.587e-06,1.03769e-11,1.32196e-05,2.65145e-11,6.12559e-06,3.62485e-13,2.06718e-08,13.45,1.32194e-05,170961,BELOW_SITE_THRESHOLD,,1.05817,yes
A600,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,2.587e-06,1.03769e-11,1.32196e-05,2.65145e-11,6.12559e-06,3.62485e-13,2.06718e-08,13.45,1.93452e-05,116825,BELOW_SITE_THRESHOLD,,1.0582,yes
R500,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,3.18983e-06,7.89311e-11,1.63004e-05,2.01684e-10,7.55314e-06,4.46502e-13,2.53301e-08,36.85,1.63004e-05,231283,BELOW_SITE_THRESHOLD,,1.43159,yes
R500,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,3.18983e-06,7.89311e-11,1.63004e-05,2.01684e-10,7.55314e-06,4.46502e-13,2.53301e-08,36.85,1.63003e-05,231285,BELOW_SITE_THRESHOLD,,1.43159,yes
R500,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,3.18983e-06,7.89311e-11,1.63004e-05,2.01684e-10,7.55314e-06,4.46502e-13,2.53301e-08,36.85,1.63002e-05,231286,BELOW_SITE_THRESHOLD,,1.43158,yes
R500,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,3.18983e-06,7.89311e-11,1.63004e-05,2.01684e-10,7.55314e-06,4.46502e-13,2.53301e-08,36.85,1.63e-05,231289,BELOW_SITE_THRESHOLD,,1.43157,yes
R500,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,3.18983e-06,7.89311e-11,1.63004e-05,2.01684e-10,7.55314e-06,4.46502e-13,2.53301e-08,36.85,2.38535e-05,158048,BELOW_SITE_THRESHOLD,,1.43159,yes
R600,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,4.74806e-06,5.2592e-10,2.4264e-05,1.34386e-09,1.12433e-05,6.63374e-13,3.72734e-08,94,2.4264e-05,161557,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,4.74806e-06,5.2592e-10,2.4264e-05,1.34386e-09,1.12433e-05,6.63374e-13,3.72734e-08,94,2.42637e-05,161558,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,4.74806e-06,5.2592e-10,2.4264e-05,1.34386e-09,1.12433e-05,6.63374e-13,3.72734e-08,94,2.42635e-05,161560,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,4.74806e-06,5.2592e-10,2.4264e-05,1.34386e-09,1.12433e-05,6.63374e-13,3.72734e-08,94,2.4263e-05,161563,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,4.74806e-06,5.2592e-10,2.4264e-05,1.34386e-09,1.12433e-05,6.63374e-13,3.72734e-08,94,3.55073e-05,110400,BELOW_SITE_THRESHOLD,,1,yes
R800,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,7.82537e-06,2.30152e-09,3.99915e-05,5.88117e-09,1.85315e-05,1.09089e-12,6.06122e-08,193.1,3.99915e-05,50260.7,BELOW_SITE_THRESHOLD,,0.311102,yes
R800,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,7.82537e-06,2.30152e-09,3.99915e-05,5.88117e-09,1.85315e-05,1.09089e-12,6.06122e-08,193.1,3.99909e-05,50261.4,BELOW_SITE_THRESHOLD,,0.311104,yes
R800,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,7.82537e-06,2.30152e-09,3.99915e-05,5.88117e-09,1.85315e-05,1.09089e-12,6.06122e-08,193.1,3.99903e-05,50262.2,BELOW_SITE_THRESHOLD,,0.311105,yes
R800,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,7.82537e-06,2.30152e-09,3.99915e-05,5.88117e-09,1.85315e-05,1.09089e-12,6.06122e-08,193.1,3.9989e-05,50263.8,BELOW_SITE_THRESHOLD,,0.31111,yes
R800,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,7.82537e-06,2.30152e-09,3.99915e-05,5.88117e-09,1.85315e-05,1.09089e-12,6.06122e-08,193.1,5.8523e-05,34345.5,BELOW_SITE_THRESHOLD,,0.311101,yes
R1000,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,3.7432e-05,4.65447e-08,0.000191317,1.18948e-07,8.86686e-05,5.18803e-12,2.80023e-07,781.2,0.000191317,237.302,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146884,yes
R1000,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,3.7432e-05,4.65447e-08,0.000191317,1.18948e-07,8.86686e-05,5.18803e-12,2.80023e-07,781.2,0.000191303,237.32,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146895,yes
R1000,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,3.7432e-05,4.65447e-08,0.000191317,1.18948e-07,8.86686e-05,5.18803e-12,2.80023e-07,781.2,0.000191289,237.338,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146904,yes
R1000,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,3.7432e-05,4.65447e-08,0.000191317,1.18948e-07,8.86686e-05,5.18803e-12,2.80023e-07,781.2,0.00019126,237.373,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146923,yes
R1000,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,3.7432e-05,4.65447e-08,0.000191317,1.18948e-07,8.86686e-05,5.18803e-12,2.80023e-07,781.2,0.000279986,162.151,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00146876,yes
R1100,LI_L2,0.6,+0,0.5,64 (a_axis),BRI,9.01915e-05,1.71362e-07,0.000461003,4.37949e-07,0.000213722,1.24738e-11,6.65079e-07,1343,0.000461003,52.7763,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000326673,yes
R1100,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z2,9.01915e-05,1.71362e-07,0.000461003,4.37949e-07,0.000213722,1.24738e-11,6.65079e-07,1343,0.000460919,52.7858,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00032673,yes
R1100,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z4,9.01915e-05,1.71362e-07,0.000461003,4.37949e-07,0.000213722,1.24738e-11,6.65079e-07,1343,0.000460836,52.7953,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000326784,yes
R1100,LI_L2,0.6,+0,0.5,64 (a_axis),ISO_z8,9.01915e-05,1.71362e-07,0.000461003,4.37949e-07,0.000213722,1.24738e-11,6.65079e-07,1343,0.00046067,52.8144,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000326897,yes
R1100,LI_L2,0.6,+0,0.5,64 (a_axis),BRI+BASAL,9.01915e-05,1.71362e-07,0.000461003,4.37949e-07,0.000213722,1.24738e-11,6.65079e-07,1343,0.000674725,36.0591,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000326622,yes
A600,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,2.45369e-06,1.03759e-11,1.25383e-05,2.65119e-11,5.80987e-06,3.43892e-13,1.96381e-08,13.45,1.25383e-05,180247,BELOW_SITE_THRESHOLD,,0.873277,yes
A600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,2.45369e-06,1.03759e-11,1.25383e-05,2.65119e-11,5.80987e-06,3.43892e-13,1.96381e-08,13.45,1.25383e-05,180248,BELOW_SITE_THRESHOLD,,0.873273,yes
A600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,2.45369e-06,1.03759e-11,1.25383e-05,2.65119e-11,5.80987e-06,3.43892e-13,1.96381e-08,13.45,1.25382e-05,180249,BELOW_SITE_THRESHOLD,,0.873274,yes
A600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,2.45369e-06,1.03759e-11,1.25383e-05,2.65119e-11,5.80987e-06,3.43892e-13,1.96381e-08,13.45,1.25381e-05,180251,BELOW_SITE_THRESHOLD,,0.873271,yes
A600,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,2.45369e-06,1.03759e-11,1.25383e-05,2.65119e-11,5.80987e-06,3.43892e-13,1.96381e-08,13.45,1.83482e-05,123173,BELOW_SITE_THRESHOLD,,0.873276,yes
R500,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,2.81655e-06,7.89122e-11,1.43927e-05,2.01633e-10,6.66915e-06,3.94489e-13,2.24505e-08,36.85,1.43927e-05,261937,BELOW_SITE_THRESHOLD,,1.26906,yes
R500,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,2.81655e-06,7.89122e-11,1.43927e-05,2.01633e-10,6.66915e-06,3.94489e-13,2.24505e-08,36.85,1.43927e-05,261939,BELOW_SITE_THRESHOLD,,1.26905,yes
R500,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,2.81655e-06,7.89122e-11,1.43927e-05,2.01633e-10,6.66915e-06,3.94489e-13,2.24505e-08,36.85,1.43926e-05,261940,BELOW_SITE_THRESHOLD,,1.26905,yes
R500,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,2.81655e-06,7.89122e-11,1.43927e-05,2.01633e-10,6.66915e-06,3.94489e-13,2.24505e-08,36.85,1.43924e-05,261943,BELOW_SITE_THRESHOLD,,1.26905,yes
R500,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,2.81655e-06,7.89122e-11,1.43927e-05,2.01633e-10,6.66915e-06,3.94489e-13,2.24505e-08,36.85,2.10619e-05,178996,BELOW_SITE_THRESHOLD,,1.26905,yes
R600,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,3.71649e-06,5.2564e-10,1.89919e-05,1.34312e-09,8.8003e-06,5.19837e-13,2.93813e-08,94,1.89919e-05,206403,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,3.71649e-06,5.2564e-10,1.89919e-05,1.34312e-09,8.8003e-06,5.19837e-13,2.93813e-08,94,1.89918e-05,206405,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,3.71649e-06,5.2564e-10,1.89919e-05,1.34312e-09,8.8003e-06,5.19837e-13,2.93813e-08,94,1.89917e-05,206406,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,3.71649e-06,5.2564e-10,1.89919e-05,1.34312e-09,8.8003e-06,5.19837e-13,2.93813e-08,94,1.89914e-05,206409,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,3.71649e-06,5.2564e-10,1.89919e-05,1.34312e-09,8.8003e-06,5.19837e-13,2.93813e-08,94,2.77922e-05,141047,BELOW_SITE_THRESHOLD,,1,yes
R800,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,5.40986e-06,2.2994e-09,2.76462e-05,5.87561e-09,1.28105e-05,7.55356e-13,4.23146e-08,193.1,2.76462e-05,72704.3,BELOW_SITE_THRESHOLD,,0.352244,yes
R800,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,5.40986e-06,2.2994e-09,2.76462e-05,5.87561e-09,1.28105e-05,7.55356e-13,4.23146e-08,193.1,2.76459e-05,72705.1,BELOW_SITE_THRESHOLD,,0.352245,yes
R800,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,5.40986e-06,2.2994e-09,2.76462e-05,5.87561e-09,1.28105e-05,7.55356e-13,4.23146e-08,193.1,2.76456e-05,72705.9,BELOW_SITE_THRESHOLD,,0.352247,yes
R800,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,5.40986e-06,2.2994e-09,2.76462e-05,5.87561e-09,1.28105e-05,7.55356e-13,4.23146e-08,193.1,2.7645e-05,72707.4,BELOW_SITE_THRESHOLD,,0.352249,yes
R800,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,5.40986e-06,2.2994e-09,2.76462e-05,5.87561e-09,1.28105e-05,7.55356e-13,4.23146e-08,193.1,4.04568e-05,49682.7,BELOW_SITE_THRESHOLD,,0.352242,yes
R1000,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,2.00377e-05,4.64429e-08,0.00010241,1.18685e-07,4.74567e-05,2.78243e-12,1.51766e-07,781.2,0.00010241,443.316,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214782,yes
R1000,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,2.00377e-05,4.64429e-08,0.00010241,1.18685e-07,4.74567e-05,2.78243e-12,1.51766e-07,781.2,0.000102406,443.334,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214788,yes
R1000,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,2.00377e-05,4.64429e-08,0.00010241,1.18685e-07,4.74567e-05,2.78243e-12,1.51766e-07,781.2,0.000102402,443.351,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214796,yes
R1000,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,2.00377e-05,4.64429e-08,0.00010241,1.18685e-07,4.74567e-05,2.78243e-12,1.51766e-07,781.2,0.000102394,443.387,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.0021481,yes
R1000,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,2.00377e-05,4.64429e-08,0.00010241,1.18685e-07,4.74567e-05,2.78243e-12,1.51766e-07,781.2,0.000149867,302.936,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.00214777,yes
R1100,LI_L2,0.6,+0,0.5,107 (c_axis),BRI,4.41685e-05,1.70891e-07,0.000225753,4.36736e-07,0.000104623,6.11692e-12,3.29406e-07,1343,0.000225753,107.773,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000522148,yes
R1100,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z2,4.41685e-05,1.70891e-07,0.000225753,4.36736e-07,0.000104623,6.11692e-12,3.29406e-07,1343,0.000225733,107.782,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000522187,yes
R1100,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z4,4.41685e-05,1.70891e-07,0.000225753,4.36736e-07,0.000104623,6.11692e-12,3.29406e-07,1343,0.000225713,107.792,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000522233,yes
R1100,LI_L2,0.6,+0,0.5,107 (c_axis),ISO_z8,4.41685e-05,1.70891e-07,0.000225753,4.36736e-07,0.000104623,6.11692e-12,3.29406e-07,1343,0.000225673,107.811,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000522317,yes
R1100,LI_L2,0.6,+0,0.5,107 (c_axis),BRI+BASAL,4.41685e-05,1.70891e-07,0.000225753,4.36736e-07,0.000104623,6.11692e-12,3.29406e-07,1343,0.000330376,73.6433,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000522119,yes
A600,LI_L2,0.6,+0.2,1,64 (a_axis),BRI,2.92954e-06,7.28854e-13,2.99407e-05,3.72505e-12,1.38739e-05,8.20509e-13,4.66475e-08,13.45,2.99407e-05,75482.6,BELOW_SITE_THRESHOLD,,1.49741,yes
A600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z2,2.92954e-06,7.28854e-13,2.99407e-05,3.72505e-12,1.38739e-05,8.20509e-13,4.66475e-08,13.45,2.99405e-05,75483,BELOW_SITE_THRESHOLD,,1.4974,yes
A600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z4,2.92954e-06,7.28854e-13,2.99407e-05,3.72505e-12,1.38739e-05,8.20509e-13,4.66475e-08,13.45,2.99403e-05,75483.5,BELOW_SITE_THRESHOLD,,1.49738,yes
A600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z8,2.92954e-06,7.28854e-13,2.99407e-05,3.72505e-12,1.38739e-05,8.20509e-13,4.66475e-08,13.45,2.994e-05,75484.4,BELOW_SITE_THRESHOLD,,1.49736,yes
A600,LI_L2,0.6,+0.2,1,64 (a_axis),BRI+BASAL,2.92954e-06,7.28854e-13,2.99407e-05,3.72505e-12,1.38739e-05,8.20509e-13,4.66475e-08,13.45,4.38145e-05,51581.1,BELOW_SITE_THRESHOLD,,1.49744,yes
R500,LI_L2,0.6,+0.2,1,64 (a_axis),BRI,4.17049e-06,5.54842e-12,4.26256e-05,2.83585e-11,1.97521e-05,1.16616e-12,6.57285e-08,36.8499,4.26256e-05,88444.4,BELOW_SITE_THRESHOLD,,1.75454,yes
R500,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z2,4.17049e-06,5.54842e-12,4.26256e-05,2.83585e-11,1.97521e-05,1.16616e-12,6.57285e-08,36.8499,4.26253e-05,88445.2,BELOW_SITE_THRESHOLD,,1.75453,yes
R500,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z4,4.17049e-06,5.54842e-12,4.26256e-05,2.83585e-11,1.97521e-05,1.16616e-12,6.57285e-08,36.8499,4.26249e-05,88445.9,BELOW_SITE_THRESHOLD,,1.75452,yes
R500,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z8,4.17049e-06,5.54842e-12,4.26256e-05,2.83585e-11,1.97521e-05,1.16616e-12,6.57285e-08,36.8499,4.26242e-05,88447.4,BELOW_SITE_THRESHOLD,,1.7545,yes
R500,LI_L2,0.6,+0.2,1,64 (a_axis),BRI+BASAL,4.17049e-06,5.54842e-12,4.26256e-05,2.83585e-11,1.97521e-05,1.16616e-12,6.57285e-08,36.8499,6.23777e-05,60438.3,BELOW_SITE_THRESHOLD,,1.75457,yes
R600,LI_L2,0.6,+0.2,1,64 (a_axis),BRI,7.60782e-06,3.70132e-11,7.77642e-05,1.89192e-10,3.60361e-05,2.12181e-12,1.1798e-07,93.9999,7.77642e-05,50408.8,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z2,7.60782e-06,3.70132e-11,7.77642e-05,1.89192e-10,3.60361e-05,2.12181e-12,1.1798e-07,93.9999,7.7763e-05,50409.5,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z4,7.60782e-06,3.70132e-11,7.77642e-05,1.89192e-10,3.60361e-05,2.12181e-12,1.1798e-07,93.9999,7.77619e-05,50410.3,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z8,7.60782e-06,3.70132e-11,7.77642e-05,1.89192e-10,3.60361e-05,2.12181e-12,1.1798e-07,93.9999,7.77595e-05,50411.8,BELOW_SITE_THRESHOLD,,1,yes
R600,LI_L2,0.6,+0.2,1,64 (a_axis),BRI+BASAL,7.60782e-06,3.70132e-11,7.77642e-05,1.89192e-10,3.60361e-05,2.12181e-12,1.1798e-07,93.9999,0.0001138,34446.3,BELOW_SITE_THRESHOLD,,1,yes
R800,LI_L2,0.6,+0.2,1,64 (a_axis),BRI,1.49824e-05,1.6216e-10,0.000153157,8.28935e-10,7.0979e-05,4.16782e-12,2.28631e-07,193.1,0.000153157,13123.8,BELOW_SITE_THRESHOLD,,0.260347,yes
R800,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z2,1.49824e-05,1.6216e-10,0.000153157,8.28935e-10,7.0979e-05,4.16782e-12,2.28631e-07,193.1,0.000153153,13124.1,BELOW_SITE_THRESHOLD,,0.26035,yes
R800,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z4,1.49824e-05,1.6216e-10,0.000153157,8.28935e-10,7.0979e-05,4.16782e-12,2.28631e-07,193.1,0.000153148,13124.5,BELOW_SITE_THRESHOLD,,0.260354,yes
R800,LI_L2,0.6,+0.2,1,64 (a_axis),ISO_z8,1.49824e-05,1.6216e-10,0.000153157,8.28935e-10,7.0979e-05,4.16782e-12,2.28631e-07,193.1,0.000153139,13125.3,BELOW_SITE_THRESHOLD,,0.260362,yes
R800,LI_L2,0.6,+0.2,1,64 (a_axis),BRI+BASAL,1.49824e-05,1.6216e-10,0.000153157,8.28935e-10,7.0979e-05,4.16782e-12,2.28631e-07,193.1,0.000224136,8967.75,BELOW_SITE_THRESHOLD,,0.26034,yes
R1000,LI_L2,0.6,+0.2,1,64 (a_axis),BRI,9.91967e-05,3.28676e-09,0.00101426,1.68043e-08,0.000470471,2.74813e-11,1.46597e-06,781.199,0.00101426,44.7616,BELOW_SITE_THRESHOLD,YUAN_STRONG_REDUCTION,0.000887972,yes
